day,flag_weekend,kd_armada,asal,tujuan,kapasitas,penumpang,waktu_keberangkatan,load_factor,urutan_keberangkatan
Friday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,3.0,2025-01-31 20:30:00,15.789473684210526,31
Friday,0,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,3.0,2025-01-31 22:30:00,15.789473684210526,32
Friday,0,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,1.0,2025-01-31 22:30:00,5.263157894736842,33
Friday,0,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,9.0,2025-01-31 22:30:00,47.368421052631575,34
Friday,0,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,12.0,2025-01-31 23:00:00,63.1578947368421,35
Friday,0,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,4.0,2025-01-31 23:00:00,21.052631578947366,36
Friday,0,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,2.0,2025-01-31 23:00:00,10.526315789473683,37
Friday,0,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,5.0,2025-01-31 23:30:00,26.31578947368421,38
Friday,0,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,16.0,2025-01-31 02:00:00,84.21052631578947,1
Friday,0,BIH 034,stasiun gambir,bandara soekarno hatta,32,10.0,2025-01-31 02:30:00,31.25,2
Friday,0,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,14.0,2025-01-31 04:30:00,73.68421052631578,3
Friday,0,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,12.0,2025-01-31 05:00:00,63.1578947368421,4
Friday,0,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,10.0,2025-01-31 05:30:00,52.63157894736842,5
Friday,0,BIH 034,stasiun gambir,bandara soekarno hatta,32,2.0,2025-01-31 07:30:00,6.25,6
Friday,0,BIH 026,stasiun gambir,bandara soekarno hatta,32,0.0,2025-01-31 08:30:00,0.0,7
Friday,0,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,13.0,2025-01-31 08:30:00,68.42105263157895,8
Friday,0,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,3.0,2025-01-31 08:30:00,15.789473684210526,9
Friday,0,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,20.0,2025-01-31 08:30:00,100.0,10
Friday,0,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,16.0,2025-01-31 08:30:00,84.21052631578947,11
Friday,0,ID-JK 2308,stasiun gambir,bandara soekarno hatta,19,12.0,2025-01-31 08:30:00,63.1578947368421,12
Friday,0,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,18.0,2025-01-31 10:30:00,94.73684210526316,13
Friday,0,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,4.0,2025-01-31 10:30:00,21.052631578947366,14
Friday,0,ID-JK 2308,stasiun gambir,bandara soekarno hatta,19,8.0,2025-01-31 12:30:00,42.10526315789473,15
Friday,0,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,64.0,2025-01-31 13:00:00,100.0,16
Friday,0,BIH 034,stasiun gambir,bandara soekarno hatta,32,20.0,2025-01-31 13:30:00,62.5,17
Friday,0,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,13.0,2025-01-31 14:00:00,68.42105263157895,18
Friday,0,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,7.0,2025-01-31 14:00:00,36.84210526315789,19
Friday,0,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,8.0,2025-01-31 14:00:00,42.10526315789473,20
Friday,0,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,6.0,2025-01-31 14:30:00,31.57894736842105,21
Friday,0,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,8.0,2025-01-31 15:00:00,42.10526315789473,22
Friday,0,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,6.0,2025-01-31 15:30:00,31.57894736842105,23
Friday,0,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,4.0,2025-01-31 16:30:00,21.052631578947366,24
Friday,0,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,2.0,2025-01-31 16:30:00,10.526315789473683,25
Friday,0,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,1.0,2025-01-31 17:30:00,5.263157894736842,26
Friday,0,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,6.0,2025-01-31 17:30:00,31.57894736842105,27
Friday,0,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,12.0,2025-01-31 17:30:00,63.1578947368421,28
Friday,0,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,8.0,2025-01-31 19:30:00,42.10526315789473,29
Friday,0,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,5.0,2025-01-31 20:00:00,26.31578947368421,30
Friday,0,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,9.0,2025-01-31 20:30:00,47.368421052631575,31
Friday,0,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,1.0,2025-01-31 21:30:00,5.263157894736842,32
Friday,0,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,9.0,2025-01-31 21:30:00,47.368421052631575,33
Friday,0,ID-JK 2308,stasiun gambir,bandara soekarno hatta,19,2.0,2025-01-31 22:30:00,10.526315789473683,34
Friday,0,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,9.0,2025-01-31 23:00:00,47.368421052631575,35
Friday,0,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,8.0,2025-01-31 23:00:00,42.10526315789473,36
Friday,0,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,5.0,2025-01-31 23:00:00,26.31578947368421,37
Friday,0,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,3.0,2025-01-31 23:30:00,15.789473684210526,38
Saturday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,6.0,2025-02-01 04:30:00,18.75,1
Saturday,1,BIH 034,bandara soekarno hatta,stasiun gambir,32,4.0,2025-02-01 05:30:00,12.5,2
Saturday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-01 06:30:00,21.052631578947366,3
Saturday,1,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-01 08:00:00,63.1578947368421,4
Saturday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-01 08:00:00,21.052631578947366,5
Saturday,1,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-01 08:30:00,100.0,6
Saturday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,21.0,2025-02-01 08:30:00,100.0,7
Saturday,1,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,22.0,2025-02-01 08:30:00,100.0,8
Saturday,1,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,22.0,2025-02-01 09:00:00,100.0,9
Saturday,1,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,21.0,2025-02-01 09:30:00,100.0,10
Saturday,1,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,14.0,2025-02-01 09:30:00,73.68421052631578,11
Saturday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,10.0,2025-02-01 11:30:00,31.25,12
Saturday,1,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-01 11:30:00,10.526315789473683,13
Saturday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-01 11:30:00,94.73684210526316,14
Saturday,1,BIH 034,bandara soekarno hatta,stasiun gambir,32,5.0,2025-02-01 12:30:00,15.625,15
Saturday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,15.0,2025-02-01 13:30:00,78.94736842105263,16
Saturday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-01 15:30:00,63.1578947368421,17
Saturday,1,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,15.0,2025-02-01 15:30:00,78.94736842105263,18
Saturday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,6.0,2025-02-01 15:30:00,31.57894736842105,19
Saturday,1,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,9.0,2025-02-01 16:30:00,47.368421052631575,20
Saturday,1,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-01 16:30:00,100.0,21
Saturday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-01 16:30:00,10.526315789473683,22
Saturday,1,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,5.0,2025-02-01 16:30:00,26.31578947368421,23
Saturday,1,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,5.0,2025-02-01 17:00:00,26.31578947368421,24
Saturday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,21.0,2025-02-01 18:00:00,65.625,25
Saturday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,16.0,2025-02-01 18:30:00,84.21052631578947,26
Saturday,1,BIH 034,bandara soekarno hatta,stasiun gambir,32,6.0,2025-02-01 19:30:00,18.75,27
Saturday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,34.0,2025-02-01 19:30:00,100.0,28
Saturday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,3.0,2025-02-01 19:30:00,15.789473684210526,29
Saturday,1,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,15.0,2025-02-01 20:30:00,78.94736842105263,30
Saturday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-01 20:30:00,10.526315789473683,31
Saturday,1,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,0.0,2025-02-01 21:30:00,0.0,32
Saturday,1,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-01 21:30:00,100.0,33
Saturday,1,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-01 21:30:00,63.1578947368421,34
Saturday,1,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-01 22:30:00,21.052631578947366,35
Saturday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-01 22:30:00,10.526315789473683,36
Saturday,1,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,0.0,2025-02-01 22:30:00,0.0,37
Saturday,1,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,0.0,2025-02-01 23:30:00,0.0,38
Saturday,1,BIH 026,stasiun gambir,bandara soekarno hatta,32,32.0,2025-02-01 01:00:00,100.0,1
Saturday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,32.0,2025-02-01 02:00:00,100.0,2
Saturday,1,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-01 04:00:00,31.57894736842105,3
Saturday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,5.0,2025-02-01 04:30:00,15.625,4
Saturday,1,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-01 04:30:00,42.10526315789473,5
Saturday,1,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-01 05:30:00,42.10526315789473,6
Saturday,1,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,12.0,2025-02-01 06:00:00,63.1578947368421,7
Saturday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-01 06:00:00,73.68421052631578,8
Saturday,1,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-01 07:00:00,73.68421052631578,9
Saturday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-01 07:00:00,31.57894736842105,10
Saturday,1,BIH 026,stasiun gambir,bandara soekarno hatta,32,6.0,2025-02-01 07:30:00,18.75,11
Saturday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,9.0,2025-02-01 08:30:00,28.125,12
Saturday,1,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-01 08:30:00,42.10526315789473,13
Saturday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,3.0,2025-02-01 08:30:00,15.789473684210526,14
Saturday,1,ID-JK 2313,stasiun gambir,bandara soekarno hatta,19,24.0,2025-02-01 08:30:00,100.0,15
Saturday,1,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,24.0,2025-02-01 11:30:00,100.0,16
Saturday,1,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,10.0,2025-02-01 11:30:00,52.63157894736842,17
Saturday,1,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,12.0,2025-02-01 12:30:00,63.1578947368421,18
Saturday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-01 12:30:00,73.68421052631578,19
Saturday,1,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,21.0,2025-02-01 13:00:00,100.0,20
Saturday,1,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-01 13:00:00,42.10526315789473,21
Saturday,1,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-01 13:30:00,73.68421052631578,22
Saturday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-01 13:30:00,31.57894736842105,23
Saturday,1,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,3.0,2025-02-01 14:00:00,15.789473684210526,24
Saturday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,6.0,2025-02-01 15:30:00,18.75,25
Saturday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-01 15:30:00,21.052631578947366,26
Saturday,1,ID-JK 2313,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-01 15:30:00,21.052631578947366,27
Saturday,1,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,12.0,2025-02-01 18:00:00,63.1578947368421,28
Saturday,1,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-01 18:30:00,10.526315789473683,29
Saturday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,3.0,2025-02-01 18:30:00,15.789473684210526,30
Saturday,1,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-01 19:30:00,10.526315789473683,31
Saturday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-01 19:30:00,31.57894736842105,32
Saturday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-01 19:30:00,21.052631578947366,33
Saturday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-01 20:30:00,10.526315789473683,34
Saturday,1,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,20.0,2025-02-01 21:30:00,100.0,35
Saturday,1,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-01 21:30:00,42.10526315789473,36
Saturday,1,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-01 22:30:00,31.57894736842105,37
Sunday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-02 00:30:00,63.1578947368421,1
Sunday,1,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,16.0,2025-02-02 04:30:00,84.21052631578947,2
Sunday,1,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,6.0,2025-02-02 06:30:00,31.57894736842105,3
Sunday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,13.0,2025-02-02 06:30:00,68.42105263157895,4
Sunday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,6.0,2025-02-02 07:00:00,18.75,5
Sunday,1,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-02 07:30:00,21.052631578947366,6
Sunday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-02 07:30:00,63.1578947368421,7
Sunday,1,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-02 08:30:00,94.73684210526316,8
Sunday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,30.0,2025-02-02 08:30:00,100.0,9
Sunday,1,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-02 09:00:00,94.73684210526316,10
Sunday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,6.0,2025-02-02 10:30:00,31.57894736842105,11
Sunday,1,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,17.0,2025-02-02 10:30:00,89.47368421052632,12
Sunday,1,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-02 10:30:00,42.10526315789473,13
Sunday,1,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,34.0,2025-02-02 11:00:00,100.0,14
Sunday,1,BIH 034,bandara soekarno hatta,stasiun gambir,32,36.0,2025-02-02 12:30:00,100.0,15
Sunday,1,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,34.0,2025-02-02 12:30:00,100.0,16
Sunday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,8.0,2025-02-02 13:30:00,25.0,17
Sunday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-02 14:00:00,21.052631578947366,18
Sunday,1,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,39.0,2025-02-02 14:30:00,100.0,19
Sunday,1,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-02 14:30:00,94.73684210526316,20
Sunday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,30.0,2025-02-02 14:30:00,100.0,21
Sunday,1,ID-JK 2307,bandara soekarno hatta,stasiun gambir,19,9.0,2025-02-02 17:00:00,47.368421052631575,22
Sunday,1,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,3.0,2025-02-02 17:00:00,15.789473684210526,23
Sunday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-02 17:00:00,42.10526315789473,24
Sunday,1,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,30.0,2025-02-02 17:30:00,100.0,25
Sunday,1,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,32.0,2025-02-02 17:30:00,100.0,26
Sunday,1,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,42.0,2025-02-02 18:00:00,100.0,27
Sunday,1,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-02 18:00:00,100.0,28
Sunday,1,BIH 034,bandara soekarno hatta,stasiun gambir,32,18.0,2025-02-02 19:30:00,56.25,29
Sunday,1,BIH 026,bandara soekarno hatta,stasiun gambir,32,10.0,2025-02-02 20:30:00,31.25,30
Sunday,1,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,10.0,2025-02-02 20:30:00,52.63157894736842,31
Sunday,1,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-02 21:30:00,100.0,32
Sunday,1,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,27.0,2025-02-02 21:30:00,100.0,33
Sunday,1,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-02 22:00:00,100.0,34
Sunday,1,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-02 22:30:00,42.10526315789473,35
Sunday,1,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,5.0,2025-02-02 22:30:00,26.31578947368421,36
Sunday,1,BIH 026,stasiun gambir,bandara soekarno hatta,32,16.0,2025-02-02 01:30:00,50.0,1
Sunday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,18.0,2025-02-02 01:30:00,56.25,2
Sunday,1,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,16.0,2025-02-02 02:30:00,84.21052631578947,3
Sunday,1,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,16.0,2025-02-02 03:30:00,84.21052631578947,4
Sunday,1,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-02 04:30:00,73.68421052631578,5
Sunday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,14.0,2025-02-02 04:30:00,73.68421052631578,6
Sunday,1,ID-JK 2313,stasiun gambir,bandara soekarno hatta,19,20.0,2025-02-02 04:30:00,100.0,7
Sunday,1,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,5.0,2025-02-02 07:00:00,26.31578947368421,8
Sunday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,15.0,2025-02-02 07:30:00,78.94736842105263,9
Sunday,1,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,20.0,2025-02-02 08:30:00,100.0,10
Sunday,1,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,15.0,2025-02-02 08:30:00,78.94736842105263,11
Sunday,1,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,9.0,2025-02-02 08:30:00,47.368421052631575,12
Sunday,1,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,8.0,2025-02-02 09:30:00,42.10526315789473,13
Sunday,1,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-02 09:30:00,31.57894736842105,14
Sunday,1,BIH 026,stasiun gambir,bandara soekarno hatta,32,20.0,2025-02-02 10:00:00,62.5,15
Sunday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,30.0,2025-02-02 10:00:00,100.0,16
Sunday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-02 10:30:00,10.526315789473683,17
Sunday,1,ID-JK 2313,stasiun gambir,bandara soekarno hatta,19,12.0,2025-02-02 10:30:00,63.1578947368421,18
Sunday,1,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,16.0,2025-02-02 11:00:00,84.21052631578947,19
Sunday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,32.0,2025-02-02 11:30:00,100.0,20
Sunday,1,ID-JK 2301,stasiun gambir,bandara soekarno hatta,19,26.0,2025-02-02 13:00:00,100.0,21
Sunday,1,ID-JK 2311,stasiun gambir,bandara soekarno hatta,19,9.0,2025-02-02 13:30:00,47.368421052631575,22
Sunday,1,ID-JK 2307,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-02 14:00:00,10.526315789473683,23
Sunday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,3.0,2025-02-02 14:00:00,15.789473684210526,24
Sunday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,3.0,2025-02-02 14:00:00,15.789473684210526,25
Sunday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,28.0,2025-02-02 14:30:00,100.0,26
Sunday,1,ID-JK 2306,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-02 14:30:00,21.052631578947366,27
Sunday,1,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,10.0,2025-02-02 14:30:00,52.63157894736842,28
Sunday,1,ID-JK 2303,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-02 15:30:00,21.052631578947366,29
Sunday,1,ID-JK 2314,stasiun gambir,bandara soekarno hatta,19,27.0,2025-02-02 15:30:00,100.0,30
Sunday,1,BIH 034,stasiun gambir,bandara soekarno hatta,32,6.0,2025-02-02 16:00:00,18.75,31
Sunday,1,BIH 026,stasiun gambir,bandara soekarno hatta,32,8.0,2025-02-02 17:00:00,25.0,32
Sunday,1,ID-JK 2310,stasiun gambir,bandara soekarno hatta,19,5.0,2025-02-02 17:00:00,26.31578947368421,33
Sunday,1,ID-JK 2302,stasiun gambir,bandara soekarno hatta,19,12.0,2025-02-02 17:30:00,63.1578947368421,34
Sunday,1,ID-JK 2313,stasiun gambir,bandara soekarno hatta,19,4.0,2025-02-02 17:30:00,21.052631578947366,35
Sunday,1,ID-JK 2309,stasiun gambir,bandara soekarno hatta,19,6.0,2025-02-02 18:00:00,31.57894736842105,36
Sunday,1,ID-JK 2304,stasiun gambir,bandara soekarno hatta,19,2.0,2025-02-02 21:00:00,10.526315789473683,37
Sunday,1,ID-JK 2312,stasiun gambir,bandara soekarno hatta,19,11.0,2025-02-02 21:30:00,57.89473684210527,38
Monday,0,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-03 03:30:00,100.0,1
Monday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-03 04:30:00,100.0,2
Monday,0,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-03 06:30:00,42.10526315789473,3
Monday,0,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,28.0,2025-02-03 06:30:00,100.0,4
Monday,0,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-03 07:30:00,100.0,5
Monday,0,BIH 034,bandara soekarno hatta,stasiun gambir,32,26.0,2025-02-03 08:30:00,81.25,6
Monday,0,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,24.0,2025-02-03 08:30:00,100.0,7
Monday,0,BIH 026,bandara soekarno hatta,stasiun gambir,32,18.0,2025-02-03 09:30:00,56.25,8
Monday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-03 09:30:00,10.526315789473683,9
Monday,0,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-03 09:30:00,100.0,10
Monday,0,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-03 10:00:00,94.73684210526316,11
Monday,0,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-03 10:30:00,42.10526315789473,12
Monday,0,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-03 10:30:00,42.10526315789473,13
Monday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,22.0,2025-02-03 11:30:00,100.0,14
Monday,0,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,10.0,2025-02-03 11:30:00,52.63157894736842,15
Monday,0,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-03 13:30:00,63.1578947368421,16
Monday,0,ID-JK 2306,bandara soekarno hatta,stasiun gambir,19,8.0,2025-02-03 14:00:00,42.10526315789473,17
Monday,0,ID-JK 2309,bandara soekarno hatta,stasiun gambir,19,16.0,2025-02-03 14:30:00,84.21052631578947,18
Monday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,2.0,2025-02-03 14:30:00,10.526315789473683,19
Monday,0,BIH 034,bandara soekarno hatta,stasiun gambir,32,54.0,2025-02-03 15:30:00,100.0,20
Monday,0,ID-JK 2312,bandara soekarno hatta,stasiun gambir,19,42.0,2025-02-03 16:30:00,100.0,21
Monday,0,ID-JK 2314,bandara soekarno hatta,stasiun gambir,19,28.0,2025-02-03 16:30:00,100.0,22
Monday,0,BIH 026,bandara soekarno hatta,stasiun gambir,32,24.0,2025-02-03 17:00:00,75.0,23
Monday,0,ID-JK 2301,bandara soekarno hatta,stasiun gambir,19,12.0,2025-02-03 17:30:00,63.1578947368421,24
Monday,0,ID-JK 2302,bandara soekarno hatta,stasiun gambir,19,6.0,2025-02-03 17:30:00,31.57894736842105,25
Monday,0,ID-JK 2303,bandara soekarno hatta,stasiun gambir,19,18.0,2025-02-03 17:30:00,94.73684210526316,26
Monday,0,ID-JK 2313,bandara soekarno hatta,stasiun gambir,19,51.0,2025-02-03 18:00:00,100.0,27
Monday,0,ID-JK 2310,bandara soekarno hatta,stasiun gambir,19,4.0,2025-02-03 19:30:00,21.052631578947366,28
Monday,0,ID-JK 2304,bandara soekarno hatta,stasiun gambir,19,33.0,2025-02-03 20:30:00,100.0,29
Monday,0,ID-JK 2311,bandara soekarno hatta,stasiun gambir,19,20.0,2025-02-03 20:30:00,100.0,30
